,Location,Price,Area,Longitude,Latitude
1392,"KutisariIndah,Kec.TenggilisMejoyo,SurabayaKutisari,Surabaya",Rp775.000.000,Surabaya,112.7378266,-7.2459717
1393,"Pundong,Bantul",Rp155.000.000,Bantul,110.38555335898621,-7.89825435
1394,"Jl.RayaSonggolangitNo.6GentanBakiSukoharjoBaki,Sukoharjo",Rp222.333.444,Sukoharjo,110.86761323046875,-7.681572900000001
1395,"BaliBaratBuleleng,Buleleng",Rp205.800.000,Buleleng,122.2235198,-3.0635191
1396,"KomplekMewahJagakarsaJagakarsa,JakartaSelatan",Rp2.800.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1397,"Indonesia,BekasiKabupaten,JalanJagawanaSukataniSukatani,Bekasi",Rp294.143.500,Bekasi,106.9945444,-6.2349858
1398,"KarawangTimur,Karawang",Rp1.800.000.000,Karawang,107.307897,-6.3042012
1399,"Jl.megamendung4baranangsiangindahBogorTimurBaranangsiang,Bogor",Rp1.222.824.000,Bogor,106.7972421,-6.5962986
1400,"Cilodong,Depok",Rp533.000.000,Depok,106.8138131,-6.4074657
1401,"Indonesia,13520,JakartaTimur,JalanCondetRayaKramatJati,JakartaTimur",Rp1.900.000.000,Jakarta Timur,106.88222894692834,-6.26289085
1402,"JalanRayaPagedangan,Pagedangan,Tangerang",Rp1.250.922.000,Tangerang,106.6384468,-6.1760311
1403,"JalantamanmelatibaratBlokCD-2,pengasinan,sawangandepok,16518Sawangan,Depok",Rp454.726.000,Depok,106.8138131,-6.4074657
1404,"jalankampungsawahno.01Jatiwarna,RT.001/RW.003,Jatimurni,Kec.Pd.Melati,KotaBks,JawaBarat17431Jatiwarna,Bekasi",Rp1.198.054.000,Bekasi,106.9945444,-6.2349858
1405,"SoekarnoHatta,Bandung",Rp270.000.000,Bandung,107.6049539,-6.9344694
1406,"Jl.rayacitayamCipayung,Depok",Rp265.000.000,Depok,106.8138131,-6.4074657
1407,"Indonesia,GunungKidul,WonosariWonosari,GunungKidul",Rp150.500.000,Gunung Kidul,112.1982,-8.1674
1408,"Jatiasih,Bekasi",Rp790.000.000,Bekasi,106.9945444,-6.2349858
1409,"Ciomas,Bogor",Rp349.000.000,Bogor,106.7972421,-6.5962986
1410,"Cikupa,Tangerang",Rp580.000.000,Tangerang,106.6384468,-6.1760311
1411,"Indonesia,Batam,BatamCenterBatamCenter,Batam",Rp780.000.000,Batam,104.0378246,1.1061034
1412,"Jl.CisokRayaKm.4,KelurahanSukatani,KecamatanCisoka,KabupatenTangerangTigaraksa,Tangerang",Rp168.000.000,Tangerang,106.6384468,-6.1760311
1413,CHAMOMILEGARDEN-KOMPLEKBUMISEROJAPERMAIMEDANMedan,Rp618.000.000,Medan,98.6738261,3.5896654
1414,"Jl.Hj.MadihGrahaRayaBintaro,TangerangSelatanBintaro,TangerangSelatan",Rp650.000.000,Tangerang,106.6384468,-6.1760311
1415,"Citraland,Surabaya",Rp2.750.000.000,Surabaya,112.7378266,-7.2459717
1416,"Jl.KedoyaKebonJerukJakbarKedoya,JakartaBarat",Rp1.720.000.000,Jakarta Barat,106.74389124027667,-6.16156235
1417,"Nanggulan,KulonProgo",Rp300.000.000,Kulon Progo,110.14798278891979,-7.8123076000000005
1418,"LampritJl.Kupula,BandarBaru,Kec.KutaAlam,KotaBandaAceh,Aceh24415KutaAlam,BandaAceh",Kontakagenuntukharga,Banda Aceh,95.3192908,5.5528455
1419,Sukabumi,Rp144.000.000.000,Sukabumi,106.9265095,-6.9199289
1420,"Jl.WatesKm12,Sedayu,Bantul,YogyakartaSedayu,BantulSedayu,Bantul",Rp100.000.000,Bantul,110.38555335898621,-7.89825435
1421,"Jl.DaanMogot2No.7-8DaanMogot,JakartaBarat",Rp2.500.000.000,Jakarta Barat,106.74389124027667,-6.16156235
1422,"Oro-oroOmbo,Batu",Rp500.000.000,Batu,112.5269482,-7.8711667
1423,"Kemang,JakartaSelatan",Rp18.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1424,"JalanCikuda,Jatinangor(UtaraKampusUNPAD)Jatinangor,Sumedang",Rp396.000.000,Sumedang,107.9206982,-6.8592431
1425,"Mohammadkahf12Jagakarsa,JakartaSelatan",Rp2.600.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1426,"BekasiJaya,Bekasi",Rp636.000.000,Bekasi,106.9945444,-6.2349858
1427,"JalanMurni,PancoranMas,Depok",Rp1.000.000.000,Depok,106.8138131,-6.4074657
1428,"Jl.RayaMajaMaja,Lebak",Rp183.000.000,Lebak,106.18727177777018,-6.6432601
1429,"Indonesia,15344,TangerangSelatan,JalanBaktiJayaLukPamulang,TangerangSelatan",Rp675.000.000,Tangerang,106.6384468,-6.1760311
1430,"TambunUtara,Bekasi",Rp500.000.000,Bekasi,106.9945444,-6.2349858
1431,"Indonesia,15318,TangerangSelatan,JalanLengkongKaryaSerpong,TangerangSelatan",Rp4.000.000.000,Tangerang,106.6384468,-6.1760311
1432,"Tenjo,Bogor",Rp211.000.000,Bogor,106.7972421,-6.5962986
1433,"Jl.MTHaryonoSetu,TamanRahayuSetu,Bekasi",Rp322.355.000,Bekasi,106.9945444,-6.2349858
1434,"JalanKaliurangKM9Ngaglik,Sleman",Rp897.000.000,Sleman,110.38129042693123,-7.6894175
1435,"Indonesia,17344,Bekasi,CibarusahCikarang,Bekasi",Rp490.000.000,Bekasi,106.9945444,-6.2349858
1436,"Indonesia,JakartaPusat,CempakaPutihCempakaPutih,JakartaPusat",Rp4.900.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
1437,"CempakaPutih,JakartaPusat",Rp695.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
1438,"Maja,Lebak",Rp220.988.129,Lebak,106.18727177777018,-6.6432601
1439,"Indonesia,JakartaBarat,CitraGardenCityAeroworldVIIIKalideres,JakartaBarat",Rp2.900.000.000,Jakarta Barat,106.74389124027667,-6.16156235
1440,"Purwomartani,Sleman",Rp599.000.000,Sleman,110.38129042693123,-7.6894175
1441,"DurenSawit,JakartaTimur",Rp2.300.000.000,Jakarta Timur,106.88222894692834,-6.26289085
1442,"BlokBogor018/003DesaSukamelangKecamatanKroyaKabupatenIndramayuKroya,Indramayu",Rp150.000.000,Indramayu,103.7798337,-4.0517644
1443,"Indonesia,TangerangSelatan,JalanKuricang12Bintaro,TangerangSelatan",Rp2.200.000.000,Tangerang,106.6384468,-6.1760311
1444,"Indonesia,DKIJakarta,10420,JakartaPusat,JalanKramatRayaSenen,JakartaPusat",Rp25.000.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
1445,"Indonesia,55597,Sleman,JalanMagelangMlati,Sleman",Rp790.000.000,Sleman,110.38129042693123,-7.6894175
1446,"HarapanIndah,Bekasi",Rp875.000.000,Bekasi,106.9945444,-6.2349858
1447,"Cikutra,Bandung",Rp580.000.000,Bandung,107.6049539,-6.9344694
1448,"waterplacePakuwon,Surabaya",Rp980.000.000,Surabaya,112.7378266,-7.2459717
1449,Jl.AhmadYaniNo01KotaBekasiBekasi,Rp430.000.000,Bekasi,106.9945444,-6.2349858
1450,"jimbaranBukitJimbaran,Badung",Rp495.000.000,Badung,113.3703238,-7.1227296
1451,"PerumahanSamuderaResidenceDepokMargonda,Depok",Rp1.050.000.000,Depok,106.8138131,-6.4074657
1452,"Jl.Pinus1No.10Desasukajayakec.Jonggolkab.BogorJonggol,Bogor",Rp45.000.000,Bogor,106.7972421,-6.5962986
1453,"JlPagersari...Dago,Bandung",Rp488.347.021,Bandung,107.6049539,-6.9344694
1454,"KompleksayapArcamanikKotabandungArcamanik,Bandung",Rp850.000.000,Bandung,107.6049539,-6.9344694
1455,"Sudiang,Makassar",Rp498.000.000,Makassar,119.4124282,-5.1342962
1456,"Mojosari,Mojokerto",Rp150.000.000,Mojokerto,112.50966915498462,-7.54104285
1457,"Sumber,Solo",Rp335.000.000,Solo,110.828448,-7.5692462
1458,"Jl.MH.ThamrinKav.198,LippoCikarang,Bekasi",Rp900.000.000,Bekasi,106.9945444,-6.2349858
1459,"Indonesia,Gresik,JalanDesaHendrosariMenganti,Gresik",Rp35.000.000,Gresik,112.6598223201143,-5.79334655
1460,"Jl.GrahaRayaBintaro,TangerangSelatanCiputat,TangerangSelatan",Rp650.000.000,Tangerang,106.6384468,-6.1760311
1461,"JalanHajiImang,Cilodong,DepokCilodong,Depok",Rp250.000.000,Depok,106.8138131,-6.4074657
1462,"JlJendralSudirman.No.31,MangkuraPandang,Makassar",Rp2.200.000.000,Makassar,119.4124282,-5.1342962
1463,"Jl.CiwaruRayaTenjo,Kab.Bogor,JawaBaratTigaraksa,Tangerang",Rp194.000.000,Tangerang,106.6384468,-6.1760311
1464,"Indonesia,JakartaUtara,JalanSungaiLandakCilincing,JakartaUtara",Rp48.000.000.000,Jakarta Utara,106.90069022428446,-6.136197
1465,"JlRayaCondet,MasjidAlMabrukhPasarMinggu,JakartaSelatan",Rp900.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1466,Surabaya,Rp2.000.000.000,Surabaya,112.7378266,-7.2459717
1467,"Indonesia,TangerangKabupaten,JalanScientiaBoulevardGadingSerpong,Tangerang",Rp1.300.000.000,Tangerang,106.6384468,-6.1760311
1468,"Indonesia,Badung,JalanIWayanGentuhDalung,Badung",Rp1.100.000.000,Badung,113.3703238,-7.1227296
1469,"jl.rayacitayamCipayung,Depok",Rp250.000.000,Depok,106.8138131,-6.4074657
1470,"jl.katapang-bojong,desasukamuktiBandung40375Katapang,Bandung",Rp140.000.000,Bandung,107.6049539,-6.9344694
1471,"Indonesia,JakartaPusat,JalanPenataranMenteng,JakartaPusat",Rp50.000.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
1472,"Jatiwaringin,Bekasi",Rp900.000.000,Bekasi,106.9945444,-6.2349858
1473,TerusanCibaduyutrancamanyarBandung,Rp134.000.000,Bandung,107.6049539,-6.9344694
1474,"PresidenuniversityCikarangBekasiJawabaratTambunSelatan,Bekasi",Rp3.000.000.000,Bekasi,106.9945444,-6.2349858
1475,"BSDCityBumiSerpongDamai,TangerangSelatan",Rp16.000.000.000,Tangerang,106.6384468,-6.1760311
1476,"jl.rayacitayamCipayung,Depok",Rp250.000.000,Depok,106.8138131,-6.4074657
1477,"Indonesia,Badung,JalanIWayanGentuhDalung,Badung",Rp1.100.000.000,Badung,113.3703238,-7.1227296
1478,"Kedaton,BandarLampung",Rp187.500.000,Bandar Lampung,105.2643742,-5.4460713
1479,"Indonesia,17123,BekasiKota,JalanPrimaHarapanRegencyBekasiJaya,Bekasi",Rp690.000.000,Bekasi,106.9945444,-6.2349858
1480,"ciwastrabojongsoangbandungCiwastra,Bandung",Rp400.000.000,Bandung,107.6049539,-6.9344694
1481,"Indonesia,BandungKota,UjungBerung,JalanCijambeUjungBerung,Bandung",Rp615.000.000,Bandung,107.6049539,-6.9344694
1482,"Ciomas,Bogor",Rp550.000.000,Bogor,106.7972421,-6.5962986
1483,"Pabedilan,Cirebon",Rp32.000.000,Cirebon,108.5608483,-6.7137044
1484,Surabaya,Rp2.000.000.000,Surabaya,112.7378266,-7.2459717
1485,"JlRayaCondet,MasjidAlMabrukhPasarMinggu,JakartaSelatan",Rp900.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1486,"KarangPloso,Malang",Rp15.000.000.000,Malang,112.6340291,-7.9771206
1487,"Indonesia,Gresik,JalanDesaHendrosariMenganti,Gresik",Rp35.000.000,Gresik,112.6598223201143,-5.79334655
1488,"Mojosari,Mojokerto",Rp150.000.000,Mojokerto,112.50966915498462,-7.54104285
1489,"Sumber,Solo",Rp335.000.000,Solo,110.828448,-7.5692462
1490,"Jl.MH.ThamrinKav.198,LippoCikarang,Bekasi",Rp900.000.000,Bekasi,106.9945444,-6.2349858
1491,"JalanHajiImang,Cilodong,DepokCilodong,Depok",Rp250.000.000,Depok,106.8138131,-6.4074657
1492,"Jl.CiwaruRayaTenjo,Kab.Bogor,JawaBaratTigaraksa,Tangerang",Rp194.000.000,Tangerang,106.6384468,-6.1760311
1493,"JlJendralSudirman.No.31,MangkuraPandang,Makassar",Rp2.200.000.000,Makassar,119.4124282,-5.1342962
1494,"Jl.GrahaRayaBintaro,TangerangSelatanCiputat,TangerangSelatan",Rp650.000.000,Tangerang,106.6384468,-6.1760311
1495,"Cibubur,JakartaTimur",Rp900.000.000,Jakarta Timur,106.88222894692834,-6.26289085
1496,"Sepatan,Tangerang",Rp465.000.000,Tangerang,106.6384468,-6.1760311
1497,"Serpong,TangerangSelatan",Rp1.800.000.000,Tangerang,106.6384468,-6.1760311
1498,JL.PANGLIMA-SentosaLama-MEDANMedan,Rp1.050.000.000,Medan,98.6738261,3.5896654
1499,"JalanMinomartaniCondongCatur,Sleman",Rp450.000.000,Sleman,110.38129042693123,-7.6894175
1500,VIVOCITYSQUAREJALANMANDALADEKATJALANLETDASUJONOMEDANMedan,Rp715.000.000,Medan,98.6738261,3.5896654
1501,"MedayuUtaraVIIIAKav.399Rungkut,Surabaya",Rp500.000.000,Surabaya,112.7378266,-7.2459717
1502,"jldoelsilemciaterSetu,TangerangSelatan",Rp690.000.000,Tangerang,106.6384468,-6.1760311
1503,"jl.katapang-bojong,desasukamuktiBandung40375Katapang,Bandung",Rp140.000.000,Bandung,107.6049539,-6.9344694
1504,"Pabedilan,Cirebon",Rp32.000.000,Cirebon,108.5608483,-6.7137044
1505,"PresidenuniversityCikarangBekasiJawabaratTambunSelatan,Bekasi",Rp3.000.000.000,Bekasi,106.9945444,-6.2349858
1506,"Ciomas,Bogor",Rp550.000.000,Bogor,106.7972421,-6.5962986
1507,"BSDCityBumiSerpongDamai,TangerangSelatan",Rp16.000.000.000,Tangerang,106.6384468,-6.1760311
1508,"Indonesia,BandungKota,UjungBerung,JalanCijambeUjungBerung,Bandung",Rp615.000.000,Bandung,107.6049539,-6.9344694
1509,"ciwastrabojongsoangbandungCiwastra,Bandung",Rp400.000.000,Bandung,107.6049539,-6.9344694
1510,"Cibubur,JakartaTimur",Rp900.000.000,Jakarta Timur,106.88222894692834,-6.26289085
1511,"Sepatan,Tangerang",Rp465.000.000,Tangerang,106.6384468,-6.1760311
1512,"Indonesia,DKIJakarta,13610,JakartaTimur,JalanMakasarJakartaCipinangMelayu,JakartaTimur",Rp4.200.000.000,Jakarta Timur,106.88222894692834,-6.26289085
1513,"Kemayoran,JakartaPusat",Rp2.800.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
1514,"Indonesia,BandungRaya,40135,BandungKota,JalanDagoDago,Bandung",Rp168.000.000,Bandung,107.6049539,-6.9344694
1515,"GatotSubroto,Denpasar",Rp18.394.000.000,Denpasar,115.2191175,-8.6524973
1516,"Ciruas,Serang",Rp120.000.000,Serang,105.98773335759398,-6.10565025
1517,"Indonesia,40123,BandungKota,JalanCikutraCikutra,Bandung",Rp800.000.000,Bandung,107.6049539,-6.9344694
1518,"jlcinunukCibiru,Bandung",Rp265.000.000,Bandung,107.6049539,-6.9344694
1519,"Jl.AssakinahIKebagusan,JakartaSelatan",Rp13.200.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1520,"PerumahanGrandSharonResidenceBandungRancasari,Bandung",Rp2.500.000.000,Bandung,107.6049539,-6.9344694
1521,"Banyuanyar,Solo",Rp348.000.000,Solo,110.828448,-7.5692462
1522,"Cipanas,Cianjur",Rp56.000.000.000,Cianjur,107.1374006,-6.824096
1523,"ParungJaya,Tangerang",Rp300.000.000,Tangerang,106.6384468,-6.1760311
1524,"KedungHalang,Bogor",Rp4.700.000.000,Bogor,106.7972421,-6.5962986
1525,"Jimbaran,Badung",Rp3.500.000.000,Badung,113.3703238,-7.1227296
1526,"CISOKATANGERANGCisoka,Tangerang",Rp158.000.000,Tangerang,106.6384468,-6.1760311
1527,"JlMochKahfi1CiganjurJagakarsa,JakartaSelatan",Rp2.400.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1528,"Jalankalikajarkm3,5purbalinggaPurbalingga,Purbalingga",Rp395.000.000,Purbalingga,109.39989874266684,-7.32733005
1529,"kalanganyarsedatiSedati,Sidoarjo",Rp340.000.000,Sidoarjo,112.66022171549456,-7.4559622
1530,"Jalanarjuna,PamulangPamulang,TangerangSelatan",Rp480.000.000,Tangerang,106.6384468,-6.1760311
1531,Bogor,Rp49.000.000,Bogor,106.7972421,-6.5962986
1532,"KlandasanIlir,Balikpapan",Rp1.500.000.000,Balikpapan,116.8593379,-1.2398711
1533,"Setiabudi,Bandung",Rp1.650.000.000,Bandung,107.6049539,-6.9344694
1534,"Kalimulya,Depok",Rp276.000.000,Depok,106.8138131,-6.4074657
1535,"Jatiasih,Bekasi",Rp380.000.000,Bekasi,106.9945444,-6.2349858
1536,"JlMuchtarsawanganDepokDepok,Depok",Rp210.000.000,Depok,106.8138131,-6.4074657
1537,"Indonesia,JakartaSelatan,JalanPondokPinangTimurPondokPinang,JakartaSelatan",Rp24.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1538,"Jl.TerusanRyacudu,(INSTITUTTEKNOLOGISUMATERA-KOTABARU,LAMPUNGSELATAN)TanjungBintang,LampungSelatan",Rp30.000.000,Lampung,105.0272986,-4.8555039
1539,"CikunirJatiasih,Bekasi",Rp508.930.000,Bekasi,106.9945444,-6.2349858
1540,JalanNgenepKarangplosoMalangJatimMalang,Rp55.000.000,Malang,112.6340291,-7.9771206
1541,"jlBojongsoangrayaBuahbatu,Bandung",Rp1.541.375.000,Bandung,107.6049539,-6.9344694
1542,"PERUMGRIYAJATINANGORII.JL.CEMARARAYANO.1Tanjungsari,Sumedang",Rp2.200.000.000,Sumedang,107.9206982,-6.8592431
1543,"Andir,Bandung",Rp755.500.000,Bandung,107.6049539,-6.9344694
1544,"Jl.BambuKuningIINo.30Kel.PondokRangonKec.CipayungJakarta-TimurCilangkap,JakartaTimur",Rp1.275.000.000,Jakarta Timur,106.88222894692834,-6.26289085
1545,"PerumnasCijerahI,BandungKulonKotaBandungCijerah,Bandung",Rp799.999.999,Bandung,107.6049539,-6.9344694
1546,"CibeunyingKidul,Bandung",Rp699.000.000,Bandung,107.6049539,-6.9344694
1547,"Indonesia,12920,JakartaSelatan,JalanBekMuradTanahAbang,JakartaPusat",Rp1.600.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
1548,"JalanWatesKm12SedayuSedayu,Bantul",Rp219.000.000,Bantul,110.38555335898621,-7.89825435
1549,"JalanMochamadThohir,KawasanPodomoroGolfView(ExitTolCimanggisKM19)Cimanggis,Depok",Rp809.000.000,Depok,106.8138131,-6.4074657
1550,"Kedungkandang,Malang",Rp295.000.000,Malang,112.6340291,-7.9771206
1551,"Cibinong,Bogor",Rp450.000.000,Bogor,106.7972421,-6.5962986
1552,"SelatanBintaroTangerangBendunganHilir,JakartaPusat",Rp800.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
1553,"Gedangan,Sidoarjo",Rp400.000.000,Sidoarjo,112.66022171549456,-7.4559622
1554,"Sedati,Sidoarjo",Rp300.000.000,Sidoarjo,112.66022171549456,-7.4559622
1555,"SentulCity,Bogor",Rp7.500.000.000,Bogor,106.7972421,-6.5962986
1556,"Jl.rayapemdatigaraksaTigaraksa,Tangerang",Rp277.000.000,Tangerang,106.6384468,-6.1760311
1557,"jl.tpapondokrajegCilodong,Depok",Rp481.900.000,Depok,106.8138131,-6.4074657
1558,"ManggaBesar,JakartaBarat",Rp4.800.000.000,Jakarta Barat,106.74389124027667,-6.16156235
1559,"Dramaga,Bogor",Rp299.000.000,Bogor,106.7972421,-6.5962986
1560,"NUANSAKAREEM2Jl.Selawangi,Sukarasa,Kec.Tanjungsari,Bogor,JawaBarat16840Jonggol,Bogor",Rp59.000.000,Bogor,106.7972421,-6.5962986
1561,"RukoParamountCenterBGadingSerpong,Tangerang",Rp4.100.000.000,Tangerang,106.6384468,-6.1760311
1562,"Jl.TawangManguNo.V,LingkunganPanji,Tegalgede,Kec.Sumbersari,KabupatenJember,JawaTimur68124Sumbersari,Jember",Rp275.000.000,Jember,113.7021772,-8.1688563
1563,"Indonesia,JakartaBarat,JalanLabuManggaBesar,JakartaBarat",Rp3.600.000.000,Jakarta Barat,106.74389124027667,-6.16156235
1564,"LandeanKatapangSoreangKatapang,Bandung",Rp320.000.000,Bandung,107.6049539,-6.9344694
1565,"Sooko,Mojokerto",Rp150.500.000,Mojokerto,112.50966915498462,-7.54104285
1566,"Jatibening,Bekasi",Rp950.000.000,Bekasi,106.9945444,-6.2349858
1567,"Indonesia,Badung,JalanRayaPadonanCanggu,Badung",Rp1.500.000.000,Badung,113.3703238,-7.1227296
1568,"Indonesia,55162,Yogyakarta,30,JalanKiAgengPemanahanUmbulharjo,Yogyakarta",Rp1.050.000.000,Yogyakarta,110.36722565020224,-7.9778383999999996
1569,"Bintaro,TangerangSelatan",Rp2.172.000.000,Tangerang,106.6384468,-6.1760311
1570,"cibadaktanjungsaribogortimurCariu,Bogor",Rp170.000.000,Bogor,106.7972421,-6.5962986
1571,"KenantenPuri,Mojokerto",Rp375.000.000,Mojokerto,112.50966915498462,-7.54104285
1572,"JLWRSUPRATMANCANGKREPCangkrepLor,Purworejo",Rp500.000.000,Purworejo,109.96651169154023,-7.7073021
1573,"Cileungsi,Bogor",Rp50.000.000,Bogor,106.7972421,-6.5962986
1574,"JlhdulwanihbedahanSawanganBaru,Depok",Rp440.000.000,Depok,106.8138131,-6.4074657
1575,"Jlwateskm9,5sedayubantuljogjakartaSedayu,Bantul",Rp258.000.000,Bantul,110.38555335898621,-7.89825435
1576,"RukoSipansaSummareconBekasi,Bekasi",Rp5.500.000.000,Bekasi,106.9945444,-6.2349858
1577,"Indonesia,BogorKotaBogor",Rp360.000.000,Bogor,106.7972421,-6.5962986
1578,Jl.RayaProvinsiGunungTugelBanyumas,Rp205.000.000,Banyumas,109.11674648495966,-7.45507165
1579,"Indonesia,Bogor,ParungPanjangGadingSerpong,Tangerang",Rp712.000.000,Tangerang,106.6384468,-6.1760311
1580,"Indonesia,BekasiKabupaten,JababekaCikarangUtara,Bekasi",Rp555.600.000,Bekasi,106.9945444,-6.2349858
1581,"LANUDSULAIMANMargahayu,Bandung",Rp440.000.000,Bandung,107.6049539,-6.9344694
1582,"Daru,Jambe,Tangerang",Rp178.000.000,Tangerang,106.6384468,-6.1760311
1583,"AlamSutera,TangerangSelatan",Rp2.200.000.000,Tangerang,106.6384468,-6.1760311
1584,"JalanIsaRawabelongKebonJerukJakartaBarat11540KebonJeruk,JakartaBarat",Rp1.200.000.000,Jakarta Barat,106.74389124027667,-6.16156235
1585,"JalanKaliurangkm20Pakem,Sleman",Rp6.500.000.000,Sleman,110.38129042693123,-7.6894175
1586,"Indonesia,17425,BekasiKota,JalanWibawaMuktiIIJatisari,Bekasi",Rp835.000.000,Bekasi,106.9945444,-6.2349858
1587,"JalanPatriot,TajurHalang,SasakPanjangBogor",Rp216.000.000,Bogor,106.7972421,-6.5962986
1588,"Indonesia,BandungKabupaten,JalanDesaRancamanyarMargahayu,Bandung",Rp210.000.000,Bandung,107.6049539,-6.9344694
1589,"BendunganHilir,JakartaPusat",Rp5.000.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
1590,"Jl.CiwaruTenjo,Tenjo,Tenjo,Bogor",Rp385.920.000,Bogor,106.7972421,-6.5962986
1591,"Jlnwateskm9,5Sedayu,Bantul",Rp428.000.000,Bantul,110.38555335898621,-7.89825435
1592,"JlWarungSilaRaya-JagakarsaJagakarsa,JakartaSelatan",Rp1.750.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1593,"CiganjurJagakarsa,JakartaSelatan",Rp1.250.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1594,"JlKahfi1CiganjurJagakarsa,JakartaSelatan",Rp1.800.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1595,"CiganjurJagakarsa,JakartaSelatan",Rp2.700.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1596,"perumahancikaranglakeviewSerangBaru,Bekasi",Rp168.000.000,Bekasi,106.9945444,-6.2349858
1597,"Sarijadi,Bandung",Rp850.000.000,Bandung,107.6049539,-6.9344694
1598,"Petojo,JakartaPusat",Rp3.850.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
1599,Jl.PrabuKiansantangTangerang,Rp535.000.000,Tangerang,106.6384468,-6.1760311
1600,"Jl.KalimantanKarawaci,Tangerang",Rp599.000.000,Tangerang,106.6384468,-6.1760311
1601,"Lengkong,PurworejoPurworejo,Purworejo",Rp280.000.000,Purworejo,109.96651169154023,-7.7073021
1602,Bogor,Rp168.000.000,Bogor,106.7972421,-6.5962986
1603,"KarawangTimur,Karawang",Rp150.500.000,Karawang,107.307897,-6.3042012
1604,"Jl.MerpatiRaya,Elang1,Ciputat,TangerangSelatanBanteGadingSerpong,Tangerang",Rp725.000.000,Tangerang,106.6384468,-6.1760311
1605,"Lodtunduh,Gianyar",Rp2.500.000.000,Gianyar,115.32605401537212,-8.5482357
1606,"Antapani,Bandung",Rp3.300.000.000,Bandung,107.6049539,-6.9344694
1607,"Maguwoharjo,Sleman",Rp585.000.000,Sleman,110.38129042693123,-7.6894175
1608,"Kembaran,Banyumas",Rp650.000.000,Banyumas,109.11674648495966,-7.45507165
1609,"jlrayakresekkm44sukamulyabalarajatangerangbantenBalaraja,Tangerang",Rp350.000.000,Tangerang,106.6384468,-6.1760311
1610,"JLRayaPurwomartaniKalasanSlemanKalasan,Sleman",Rp575.000.000,Sleman,110.38129042693123,-7.6894175
1611,"Muntilan,Magelang",Rp359.700.000,Magelang,110.21433030848786,-7.5136132
1612,"Jetis,Mojokerto",Rp150.500.000,Mojokerto,112.50966915498462,-7.54104285
1613,"Jl.MangunJayaAsriTambunSelatan,Bekasi",Rp325.000.000,Bekasi,106.9945444,-6.2349858
1614,"Sidomulyo,Kec.MedanTuntungan,KotaMedan,SumateraUtara20137MedanTenggara,Medan",Rp290.000.000,Medan,98.6738261,3.5896654
1615,"Indonesia,Boyolali,Teras,JalanRayaTeras-RandusariTeras,Boyolali",Rp285.000.000,Boyolali,110.6041944,-7.5344079
1616,Denpasar,Rp1.553.640.000,Denpasar,115.2191175,-8.6524973
1617,"Jl.MelatiMas,LekongKarya,SerpongSerpong,TangerangSelatan",Rp3.950.000.000,Tangerang,106.6384468,-6.1760311
1618,"Indonesia,17146,BekasiKota,JalanRayaCikunirBekasi",Rp840.750.000,Bekasi,106.9945444,-6.2349858
1619,"BumiSerpongDamai,TangerangSelatan",Rp125.000.000.000,Tangerang,106.6384468,-6.1760311
1620,"Jl.RayaUbudNo.1PeliatanUbudUbud,Gianyar",Rp280.500.000,Gianyar,115.32605401537212,-8.5482357
1621,"jl.Gg.balanganIKuta,Badung",Rp2.500.000.000,Badung,113.3703238,-7.1227296
1622,"Jl.cilandakdalam4jakartaselatanCilandakBarat,JakartaSelatan",Rp2.060.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1623,"jl.mandalaselatanTomang,JakartaBarat",Rp6.500.000.000,Jakarta Barat,106.74389124027667,-6.16156235
1624,"JalanAtangsanjaya,Bantarsari,BogorBubulak,Bogor",Rp181.200.000,Bogor,106.7972421,-6.5962986
1625,"Indonesia,JakartaSelatan,JalanRayaJatipadangTBSimatupang,JakartaSelatan",Rp5.900.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1626,"brontokusumanMergangsan,Yogyakarta",Rp2.645.500.000,Yogyakarta,110.36722565020224,-7.9778383999999996
1627,"Indonesia,12510,JakartaSelatan,JalanPejatenBaratPejatenBarat,JakartaSelatan",Rp4.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1628,"JLujungIntanintanCilandakBarat,JakartaSelatan",Rp80.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
