,Location,Price,Area,Longitude,Latitude
796,"BSi1SawanganBaru,Depok",Rp275.000.000,Depok,106.8138131,-6.4074657
797,"KarangPloso,Malang",Rp200.000.000,Malang,112.6340291,-7.9771206
798,"Indonesia,17426,BekasiKota,JalanSirojulMunirJatiasih,Bekasi",Rp300.000.000,Bekasi,106.9945444,-6.2349858
799,"JlCijantungPasarReboJakartaTimurPasarRebo,JakartaTimur",Rp599.000.000,Jakarta Timur,106.88222894692834,-6.26289085
800,"Indonesia,15316,TangerangSelatan,JalanRayaCiputatMunculPamulangTimur,TangerangSelatan",Rp768.000.000,Tangerang,106.6384468,-6.1760311
801,"Jl.BambuAsri,TirtajayaSawanganBaru,Depok",Rp661.500.000,Depok,106.8138131,-6.4074657
802,"Jlbotin1,jalanrayasetucipayungjakartatimurCipayung,JakartaTimur",Rp850.000.000,Jakarta Timur,106.88222894692834,-6.26289085
803,"Cikampek,Karawang",Rp140.000.000,Karawang,107.307897,-6.3042012
804,"Jl.Palem5BlokFNo.995,JakaMulya,BekasiSel.Galaxy,Bekasi",Rp845.250.000,Bekasi,106.9945444,-6.2349858
805,"BumiSerpongDamai,TangerangSelatan",Rp1.500.000.000,Tangerang,106.6384468,-6.1760311
806,"Indonesia,TangerangSelatan,JalanSuteraFeroniaPark3AlamSutera,TangerangSelatan",Rp3.950.000.000,Tangerang,106.6384468,-6.1760311
807,"RT.002/RW.009,WestPanunggangan,Cibodas,Tangerang",Rp2.021.314.697,Tangerang,106.6384468,-6.1760311
808,"SoloBaru,sukoharjo,jawatengahGrogol,Sukoharjo",Rp450.000.000,Sukoharjo,110.86761323046875,-7.681572900000001
809,"jl.rayadurenbaruCitayam,Depok",Rp140.000.000,Depok,106.8138131,-6.4074657
810,"Jatiluhur,Bekasi",Rp695.000.000,Bekasi,106.9945444,-6.2349858
811,"jl.rayadurenbaruCitayam,Depok",Rp140.000.000,Depok,106.8138131,-6.4074657
812,"JLRAYACISOKAPERUMAHANANNIELANDCisoka,Tangerang",Rp152.000.000,Tangerang,106.6384468,-6.1760311
813,"Indonesia,TangerangSelatan,JalanSuteraFeroniaPark3AlamSutera,TangerangSelatan",Rp3.950.000.000,Tangerang,106.6384468,-6.1760311
814,"BumiSerpongDamai,TangerangSelatan",Rp1.500.000.000,Tangerang,106.6384468,-6.1760311
815,"SoloBaru,sukoharjo,jawatengahGrogol,Sukoharjo",Rp450.000.000,Sukoharjo,110.86761323046875,-7.681572900000001
816,"RT.002/RW.009,WestPanunggangan,Cibodas,Tangerang",Rp2.021.314.697,Tangerang,106.6384468,-6.1760311
817,"Cibubur,JakartaTimur",Rp3.600.000.000,Jakarta Timur,106.88222894692834,-6.26289085
818,"LubangBuaya,JakartaTimur",Rp1.504.000.000,Jakarta Timur,106.88222894692834,-6.26289085
819,"Condet,JakartaTimur",Rp13.000.000.000,Jakarta Timur,106.88222894692834,-6.26289085
820,"PerumCentraMelatiBatamCenter,Batam",Rp850.000.000,Batam,104.0378246,1.1061034
821,"Jl.KramatPondokpetirBojongsaridepokBojongsari,Depok",Rp250.000.000,Depok,106.8138131,-6.4074657
822,"KomplekPondokMelatiPondokGede,Bekasi",Rp525.000.000,Bekasi,106.9945444,-6.2349858
823,"Puncak,Bogor",Rp22.500.000.000,Bogor,106.7972421,-6.5962986
824,"PondokCabe,TangerangSelatan",Rp625.000.000,Tangerang,106.6384468,-6.1760311
825,"Lawang,Malang",Rp160.000.000,Malang,112.6340291,-7.9771206
826,"JL.KayuManis,Matraman-Pramuka,JakartaCempakaPutih,JakartaPusat",Rp688.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
827,"JlrayaMuchtarsawangandepokMargonda,Depok",Rp295.000.000,Depok,106.8138131,-6.4074657
828,"Jlmerpatirayaelang1sawahlamabintarociputatLebakBulus,JakartaSelatan",Rp725.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
829,"PinangRantiKp.MakasarJaktimPinangRanti,JakartaTimur",Rp1.600.000.000,Jakarta Timur,106.88222894692834,-6.26289085
830,"Ubud,Gianyar",Rp15.000.000.000,Gianyar,115.32605401537212,-8.5482357
831,"Jl.BukitPermataBaruIII,BaktiJaya,Kec.Setu,KotaTangerangSelatan,Banten15315Pamulang,TangerangSelatan",Rp450.000.000,Tangerang,106.6384468,-6.1760311
832,"Margonda,Depok",Rp455.000.000,Depok,106.8138131,-6.4074657
833,"Indonesia,13530,JakartaTimur,JalanKoberCondet,JakartaTimur",Rp584.000.000,Jakarta Timur,106.88222894692834,-6.26289085
834,Karawang,Rp365.000.000,Karawang,107.307897,-6.3042012
835,"PERUMAHANCLUSTERHARAPANMULYABEKASIHarapanMulya,Bekasi",Rp550.000.000,Bekasi,106.9945444,-6.2349858
836,"Jl.BungsanSawangan,Depok",Rp253.000.000,Depok,106.8138131,-6.4074657
837,"CempakaPutih,JakartaPusat",Rp2.850.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
838,"Indonesia,BekasiKabupaten,JalanMegaRayaCikarangSelatan,Bekasi",Rp2.300.000.000,Bekasi,106.9945444,-6.2349858
839,ArifRahmanHakim60Surabaya,Rp25.000.000.000,Surabaya,112.7378266,-7.2459717
840,"Ciledug,Tangerang",Rp300.000.000,Tangerang,106.6384468,-6.1760311
841,Karawang,Rp365.000.000,Karawang,107.307897,-6.3042012
842,ArifRahmanHakim60Surabaya,Rp25.000.000.000,Surabaya,112.7378266,-7.2459717
843,"Condet,JakartaTimur",Rp1.950.000.000,Jakarta Timur,106.88222894692834,-6.26289085
844,"JalanCitraMajaRayaBoulevard,Maja,Lebak",Rp157.436.735,Lebak,106.18727177777018,-6.6432601
845,"Indonesia,15331,TangerangSelatan,JalanRayaSerpongSerpong,TangerangSelatan",Rp800.000.000,Tangerang,106.6384468,-6.1760311
846,"Jatisampurna,Bekasi",Rp739.500.000,Bekasi,106.9945444,-6.2349858
847,"Margonda,Depok",Rp455.000.000,Depok,106.8138131,-6.4074657
848,"WarungsilaJagakarsa,JakartaSelatan",Rp1.650.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
849,"Indonesia,13530,JakartaTimur,JalanKoberCondet,JakartaTimur",Rp584.000.000,Jakarta Timur,106.88222894692834,-6.26289085
850,"Jl.MasjidAlMaryati,ArcoPengasinan,DurenSeribu,Bojongsari,DepokSawangan,Depok",Rp399.000.000,Depok,106.8138131,-6.4074657
851,"CempakaPutih,JakartaPusat",Rp2.850.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
852,"Jl.BungsanSawangan,Depok",Rp253.000.000,Depok,106.8138131,-6.4074657
853,"PERUMAHANCLUSTERHARAPANMULYABEKASIHarapanMulya,Bekasi",Rp550.000.000,Bekasi,106.9945444,-6.2349858
854,"ClasteratmosfieresentulcitySentulCity,Bogor",Rp1.400.000.000,Bogor,106.7972421,-6.5962986
855,Malang,Rp80.000.000,Malang,112.6340291,-7.9771206
856,Jl.MetrotajungbungaMakassar,Rp282.000.000,Makassar,119.4124282,-5.1342962
857,"CitayamGrande8Blok.FNo.5,Ragajaya,CitayamCitayam,Depok",Rp295.000.000,Depok,106.8138131,-6.4074657
858,"Ds.TanjungsariJonggol,Bogor",Rp59.000.000,Bogor,106.7972421,-6.5962986
859,"Bangka,JakartaSelatan",Rp20.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
860,"jl.HjBasirBintaro,TangerangSelatan",Rp1.000.000.000,Tangerang,106.6384468,-6.1760311
861,"Jalan.H.MamadPancoranMas,Depok",Rp375.000.000,Depok,106.8138131,-6.4074657
862,"Indonesia,13950,JakartaTimur,JalanRayaPuloGebangPuloGebang,JakartaTimur",Rp3.650.000.000,Jakarta Timur,106.88222894692834,-6.26289085
863,"MuaraBaruPenjaringan,JakartaUtara",Rp23.816.000.000,Jakarta Utara,106.90069022428446,-6.136197
864,"Cilincing,JakartaUtara",Rp299.000.000,Jakarta Utara,106.90069022428446,-6.136197
865,"Jagakarsa,JakartaSelatan",Rp3.100.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
866,"Indonesia,BekasiKota,JalanBoulevardHijauRayaHarapanIndah,Bekasi",Rp1.250.000.000,Bekasi,106.9945444,-6.2349858
867,"SelatanBintaroTangerangTanahAbang,JakartaPusat",Rp800.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
868,"Cileungsi,Bogor",Rp6.700.000.000,Bogor,106.7972421,-6.5962986
869,"Jl.MH.ThamrinKav.198,LippoCikarang,Bekasi",Rp687.000.000,Bekasi,106.9945444,-6.2349858
870,"Bintaro,TangerangSelatan",Rp2.200.000.000,Tangerang,106.6384468,-6.1760311
871,"SuterawinonaalamsuteraAlamSutera,TangerangSelatan",Rp3.626.000.000,Tangerang,106.6384468,-6.1760311
872,"Setu,Bekasi",Rp393.000.000,Bekasi,106.9945444,-6.2349858
873,"manangbakiSoloBaru,Solo",Rp475.000.000,Solo,110.828448,-7.5692462
874,"Pakal,Benowo,SurabayaPakal,Surabaya",Rp275.000.000,Surabaya,112.7378266,-7.2459717
875,"AlamSutera,TangerangSelatan",Rp4.500.000.000,Tangerang,106.6384468,-6.1760311
876,"JlBendaJatiasih,Bekasi",Rp17.326.400.000,Bekasi,106.9945444,-6.2349858
877,"Pesanggrahan,JakartaSelatan",Rp27.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
878,"Jl.Cisoka-Megu,Cempaka,Kec.Cisoka,Tangerang,Banten15730Balaraja,Tangerang",Rp168.000.000,Tangerang,106.6384468,-6.1760311
879,"Jl.Muhasyim1,Pancoranmas,Depok,JawaBaratPancoranMas,Depok",Rp350.000.000,Depok,106.8138131,-6.4074657
880,"Jl.Rayaserua(masukjl.Sukakarya),kel.Seruaindahkec.CiputatkotatangerangselatanCiputat,TangerangSelatan",Rp695.000.000,Tangerang,106.6384468,-6.1760311
881,"Cakung,JakartaTimur",Rp2.000.000.000,Jakarta Timur,106.88222894692834,-6.26289085
882,DesaBatuTigaManggaraiBarat,Rp20.772.450.000,Manggarai,106.8500581,-6.2101342
883,"LebakBulus,JakartaSelatan",Rp12.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
884,"Cideng,JakartaPusat",Rp10.000.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
885,"TamanVillaMeruyaMeruya,JakartaBarat",Rp2.850.000.000,Jakarta Barat,106.74389124027667,-6.16156235
886,"SemanuGunungKidulSemanu,GunungKidul",Rp56.000.000,Gunung Kidul,112.1982,-8.1674
887,"LentengAgung,JakartaSelatan",Rp2.850.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
888,"Cikupa,Tangerang",Rp22.500.000.000,Tangerang,106.6384468,-6.1760311
889,"PondokIndah(JakartaSelatan)PondokIndah,JakartaSelatan",Rp9.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
890,"Indonesia,15445,TangerangSelatan,JalanPisanganRayaCiputat,TangerangSelatan",Rp1.350.000.000,Tangerang,106.6384468,-6.1760311
891,JalanKapt.A.BakaruddinKelurahanSelamatKecamatanDanauSipinJambi,Rp2.420.000.000,Jambi,102.93517597904014,-1.6454854
892,"PondokIndahPondokIndah,JakartaSelatan",Rp21.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
893,"Jatiasih,Bekasi",Rp70.375.000.000,Bekasi,106.9945444,-6.2349858
894,"Jatiwarna,Bekasi",Rp495.000.000,Bekasi,106.9945444,-6.2349858
895,"BumiSerpongDamai,TangerangSelatan",Rp2.160.000.000,Tangerang,106.6384468,-6.1760311
896,"Cikalongwetan,Bandung",Rp218.000.000,Bandung,107.6049539,-6.9344694
897,"jl.bulusanselatan4tembalangTembalang,Semarang",Rp575.000.000,Semarang,110.4229104,-6.9903988
898,"ClusterOpalGadingSerpong,Tangerang",Rp1.185.000.000,Tangerang,106.6384468,-6.1760311
899,"JlManggisRt06/01Kel.PasirputihKec.SawanganKotaDepok16519Sawangan,Depok",Rp250.000.000,Depok,106.8138131,-6.4074657
900,"Cibarusah,Bekasi",Rp110.000.000.000,Bekasi,106.9945444,-6.2349858
901,"Indonesia,BekasiKota,EmeraldCommercialSummareconSummareconBekasi,Bekasi",Rp1.490.000.000,Bekasi,106.9945444,-6.2349858
902,"Cipayung,Depok",Rp299.999.999,Depok,106.8138131,-6.4074657
903,"JlManggisRt06/01Kel.PasirputihKec.SawanganKotaDepok16519Sawangan,Depok",Rp250.000.000,Depok,106.8138131,-6.4074657
904,"Kp.CengalleuwiliangBogorLeuwiliang,Bogor",Rp3.500.000.000,Bogor,106.7972421,-6.5962986
905,"JalanAkasiaGangHj.SamanRt.02Rw.03no.170KelurahanTajurCiledugTangerangCiledug,Tangerang",Rp1.250.000.000,Tangerang,106.6384468,-6.1760311
906,"Jl.MTHaryonoKav.2-3Pancoran,JakartaSelatan",Rp3.700.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
907,"Jl.PuloRibungRT003/RW.017PekayonJaya,KecamatanBekasiSelatan,KotaBekasi17148PekayonJaya,Bekasi",Rp2.700.000.000,Bekasi,106.9945444,-6.2349858
908,"Patrang,Jember",Rp2.500.000.000,Jember,113.7021772,-8.1688563
909,"Sukarame,BandarLampung",Rp100.000.000,Bandar Lampung,105.2643742,-5.4460713
910,"KomplekVilaJatipadangPasarMinggu,JakartaSelatan",Rp4.100.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
911,"Citraland,Surabaya",Rp1.300.000.000,Surabaya,112.7378266,-7.2459717
912,"PuriIndah,JakartaBarat",Rp2.690.000.000,Jakarta Barat,106.74389124027667,-6.16156235
913,"Indonesia,SemarangKota,Banyumanik,JalanPermataGrafikaIIBanyumanik,Semarang",Rp395.000.000,Semarang,110.4229104,-6.9903988
914,"jlsemangka26pasar9tembungdeliserdangPercutSeiTuan,DeliSerdang",Rp485.000.000,Serdang,106.86103562307852,-6.1589157
915,"CikarangUtara,Bekasi",Rp60.000.000.000,Bekasi,106.9945444,-6.2349858
916,"JogloRayaJoglo,JakartaBarat",Rp1.460.000.000,Jakarta Barat,106.74389124027667,-6.16156235
917,"Jl.MH.ThamrinKav.198,LippoCikarang,Bekasi",Rp597.000.000,Bekasi,106.9945444,-6.2349858
918,"Beji,Depok",Rp1.300.000.000,Depok,106.8138131,-6.4074657
919,"LebakbulusLebakBulus,JakartaSelatan",Rp7.300.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
920,"CempakaPutih,JakartaPusat",Rp800.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
921,"Indonesia,16524,Depok,JalanRayaPondokPetirPondokPetir,Depok",Rp1.800.000.000,Depok,106.8138131,-6.4074657
922,"Indonesia,Depok,Sawangan,JalanAlAminSawangan,Depok",Rp295.000.000,Depok,106.8138131,-6.4074657
923,"Tebet,JakartaSelatan",Rp22.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
924,"JlnHajiCariPondokKacangBintaro,TangerangSelatan",Rp988.000.000,Tangerang,106.6384468,-6.1760311
925,"Indonesia,Bogor,CiomasCiomas,Bogor",Rp572.050.000,Bogor,106.7972421,-6.5962986
926,"Indonesia,Cimahi,PuriCipageranIndah1Cipageran,Cimahi",Rp450.000.000,Cimahi,107.5423099,-6.8731527
927,"JalanKelapaDuaSerang,Serang",Rp80.000.000,Serang,105.98773335759398,-6.10565025
928,"Jl.RadarAuri32,CisalakPs.,Kec.Cimanggis,KotaDepok,JawaBarat16452Cimanggis,Depok",Rp20.256.600.000,Depok,106.8138131,-6.4074657
929,"Indonesia,TangerangSelatan,JalanKodiklatTniAmperaSerpong,TangerangSelatan",Rp1.250.000.000,Tangerang,106.6384468,-6.1760311
930,"JlSirojulMunirJatiasih,Bekasi",Rp390.000.000,Bekasi,106.9945444,-6.2349858
931,"TanjungDuren,JakartaBarat",Rp1.400.000.000,Jakarta Barat,106.74389124027667,-6.16156235
932,"MargondarayaDepok,Depok",Rp50.000.000,Depok,106.8138131,-6.4074657
933,"JalanRayaJejalenjaya,TambunUtara,Jejalenjaya,Kec.TambunUtara,Bekasi,JawaBarat17510TambunUtara,Bekasi",Rp145.000.000,Bekasi,106.9945444,-6.2349858
934,"BulakcumpatSurabayaKedungCowek,Surabaya",Rp210.000.000,Surabaya,112.7378266,-7.2459717
935,"MagetanKotaMagetan,Magetan",Rp235.200.000,Magetan,111.33605653488618,-7.6542489
936,"Pagedangan,Tangerang",Rp2.085.984.000,Tangerang,106.6384468,-6.1760311
937,"JalanAntara-JatimakmurJatimakmur,Bekasi",Rp1.200.000.000,Bekasi,106.9945444,-6.2349858
938,"Jonggol,Bogor",Rp285.000.000,Bogor,106.7972421,-6.5962986
939,"jl.rayacipayungCipayung,Depok",Rp276.000.000,Depok,106.8138131,-6.4074657
940,"jl.tpapondokrajegCilodong,Depok",Rp392.400.000,Depok,106.8138131,-6.4074657
941,"Indonesia,DeliSerdang,PercutSeiTuan,JalanMentimunTembung,Medan",Rp325.000.000,Medan,98.6738261,3.5896654
942,"Pademangan,JakartaUtara",Rp1.075.000.000,Jakarta Utara,106.90069022428446,-6.136197
943,"Indonesia,17426,BekasiKota,JalanSirojulMunirJatisari,Bekasi",Rp300.000.000,Bekasi,106.9945444,-6.2349858
944,"Candi,Sidoarjo",Rp169.000.000,Sidoarjo,112.66022171549456,-7.4559622
945,"SuterawinonaalamsuteratangerangAlamSutera,TangerangSelatan",Rp6.501.000.000,Tangerang,106.6384468,-6.1760311
946,"JlRayaKelapaDuaNo.64,KebonJeruk-JakartaKebonJeruk,JakartaBarat",Rp10.000.000.000,Jakarta Barat,106.74389124027667,-6.16156235
947,"KayuPutih,JakartaTimur",Rp3.700.000.000,Jakarta Timur,106.88222894692834,-6.26289085
948,"SummareconBekasi,Bekasi",Rp2.250.000.000,Bekasi,106.9945444,-6.2349858
949,"Condet,JakartaTimur",Rp13.500.000.000,Jakarta Timur,106.88222894692834,-6.26289085
950,"Indonesia,30259,Palembang,JalanMayjenYusufSingadekaneKertapati,Palembang",Rp1.922.562.741,Palembang,104.756857,-2.9888297
951,"jl.RE.martadinataCipedes,Tasikmalaya",Rp900.000.000,Tasikmalaya,108.2201154,-7.3262484
952,"Ngaglik,Sleman",Rp350.000.000,Sleman,110.38129042693123,-7.6894175
953,"Ciracas,JakartaTimur",Rp3.100.000.000,Jakarta Timur,106.88222894692834,-6.26289085
954,"CINANGKASAWANGANKOTADEPOKSawangan,Depok",Rp289.000.000,Depok,106.8138131,-6.4074657
955,"Parung,Bogor",Rp690.000.000,Bogor,106.7972421,-6.5962986
956,"jl.rayadurenbaruCipayung,Depok",Rp150.000.000,Depok,106.8138131,-6.4074657
957,"Indonesia,Ciamis,JalanRayaCikonengCikoneng,Ciamis",Rp45.000.000.000,Ciamis,108.3530952,-7.3266611
958,"Babelan,Bekasi",Rp168.000.000,Bekasi,106.9945444,-6.2349858
959,"Indonesia,16519,Depok,Sawangan,JalanGangMangga1Sawangan,Depok",Rp290.000.000,Depok,106.8138131,-6.4074657
960,"jl.rayadurenbaruCipayung,Depok",Rp150.000.000,Depok,106.8138131,-6.4074657
961,"Biringkanaya,Makassar",Rp250.000.000,Makassar,119.4124282,-5.1342962
962,"Sawangan,Depok",Rp550.000.000,Depok,106.8138131,-6.4074657
963,"Jl.Lopis3,TelukGong-JakartaUtaraTelukGong,JakartaUtara",Rp1.350.000.000,Jakarta Utara,106.90069022428446,-6.136197
964,"SugehwarasGondangrejo,Karanganyar",Rp225.000.000,Karanganyar,111.06980026754411,-7.6196965
965,"JababekaCikarang,Bekasi",Rp770.000.000,Bekasi,106.9945444,-6.2349858
966,"Indonesia,Gowa,JalanHMYasinLimpoSamata,Gowa",Rp350.900.000,Gowa,119.76679028909466,-5.32907165
967,"PondokJaya,Depok",Rp299.000.000,Depok,106.8138131,-6.4074657
968,Bandung,Rp160.000.000,Bandung,107.6049539,-6.9344694
969,"Cisoka,Tangerang",Rp168.000.000,Tangerang,106.6384468,-6.1760311
970,"Indonesia,JakartaSelatan,JalanLebakBulusRayaLebakBulus,JakartaSelatan",Rp5.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
971,"Jatiwaringin,Bekasi",Rp1.100.000.000,Bekasi,106.9945444,-6.2349858
972,"Kp.AmansariRt02Rw08DesaLeuwiliangKec.LeuwiliangBogorLeuwiliang,Bogor",Rp225.000.000,Bogor,106.7972421,-6.5962986
973,"Indonesia,JakartaSelatan,LebakBulusIndahLebakBulus,JakartaSelatan",Rp14.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
974,"PondokIndahJakartaSelatanPondokIndah,JakartaSelatan",Rp85.000.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
975,"Jl.Pagentongan,Jl.SirnagalihRT02RW.01,Loji,Kec.BogorBar.,KotaBogor,JawaBarat-6.589069,106.769710Loji,Bogor",Rp21.900.000.000,Bogor,106.7972421,-6.5962986
976,"BumiSerpongDamai,TangerangSelatan",Rp4.300.000.000,Tangerang,106.6384468,-6.1760311
977,"Kalideres,JakartaBarat",Rp32.500.000.000,Jakarta Barat,106.74389124027667,-6.16156235
978,"ClusterAraliaHarapanIndah,Bekasi",Rp1.700.000.000,Bekasi,106.9945444,-6.2349858
979,"Jatiwaringin,Bekasi",Rp2.250.000.000,Bekasi,106.9945444,-6.2349858
980,"PedurunganTengah,Semarang",Rp2.000.000.000,Semarang,110.4229104,-6.9903988
981,"Cibubur,JakartaTimur",Rp2.400.000.000,Jakarta Timur,106.88222894692834,-6.26289085
982,"Jl.TebettimurdalamJakartaSelatanTebet,JakartaSelatan",Rp3.500.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
983,"TbSimatupangTBSimatupang,JakartaSelatan",Rp1.678.677.979,Jakarta Selatan,106.80486324917382,-6.28381815
984,"JlMochKahfiJagakarsa,JakartaSelatan",Rp1.600.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
985,"Jagakarsa-JakartaSelatanJagakarsa,JakartaSelatan",Rp1.750.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
986,JimbaranDenpasar,Rp8.400.000.000,Denpasar,115.2191175,-8.6524973
987,"Indonesia,BekasiKota,JalanWibawaMuktiIIJatiasih,Bekasi",Rp775.000.000,Bekasi,106.9945444,-6.2349858
988,"TambunSelatan,Bekasi",Rp395.000.000,Bekasi,106.9945444,-6.2349858
989,"Cikarang,Bekasi",Rp41.000.000.000,Bekasi,106.9945444,-6.2349858
990,"Cikarang,Bekasi",Rp41.000.000.000,Bekasi,106.9945444,-6.2349858
991,"Jl.MangestiRayaGentanBakiSukoharjoJawaTengahBaki,Sukoharjo",Rp222.333.444,Sukoharjo,110.86761323046875,-7.681572900000001
992,"Indonesia,MalangKota,JalanPerumahanVillaBukitTidarDinoyo,Malang",Rp335.000.000,Malang,112.6340291,-7.9771206
993,"Selemadeg,Tabanan,BaliSelemadeg,Tabanan",Rp522.000.000,Tabanan,115.1265683,-8.5392306
994,"JlMochKahfiJagakarsa,JakartaSelatan",Rp1.600.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
995,"Jagakarsa-JakartaSelatanJagakarsa,JakartaSelatan",Rp1.750.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
996,"jlarimbigrogoldukuhsidomuktisalatigaDukuh,Salatiga",Rp325.000.000,Salatiga,110.4995353,-7.3302642
997,"Jatiasih,Bekasi",Rp560.000.000,Bekasi,106.9945444,-6.2349858
998,"Jonggol,Bogor",Rp32.000.000,Bogor,106.7972421,-6.5962986
999,"Mapanget,Manado",Rp473.000.000,Manado,124.8408708,1.4900578
1000,"Indonesia,BandungRaya,BandungKotaKopo,Bandung",Rp252.000.000,Bandung,107.6049539,-6.9344694
1001,"jl.budayano.18RT.9/RW.6,BatuAmpar,Kramatjati13520Condet,JakartaTimur",Rp15.150.000.000,Jakarta Timur,106.88222894692834,-6.26289085
1002,"Jagakarsa,JakartaSelatan",Rp3.950.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1003,"JalanKomsenJatiasih,Bekasi",Rp16.500.000.000,Bekasi,106.9945444,-6.2349858
1004,"RajegMulya,Kec.Rajeg,Tangerang,Banten15540Rajeg,Tangerang",Rp195.000.000,Tangerang,106.6384468,-6.1760311
1005,"Jl.TambunRengas,RT.7/RW.8,UjungMenteng,Kec.Cakung,KotaJakartaTimur,DaerahKhususIbukotaJakarta13910Cakung,JakartaTimur",Rp1.600.000.000,Jakarta Timur,106.88222894692834,-6.26289085
1006,"GadingSerpong,Tangerang",Rp649.999.999,Tangerang,106.6384468,-6.1760311
1007,"Jl.KavlingKehakimanBedahan,SawanganSawangan,Depok",Rp469.000.000,Depok,106.8138131,-6.4074657
1008,"SUTERAFERONIAPARK1NOMOR2AlamSutera,TangerangSelatan",Rp3.075.000.000,Tangerang,106.6384468,-6.1760311
1009,Bekasi,Rp180.000.000,Bekasi,106.9945444,-6.2349858
1010,"JalanRayaPahlawanSerpong,TangerangSelatan",Rp693.000.000,Tangerang,106.6384468,-6.1760311
1011,"Sarijadi,Bandung",Rp661.000.000,Bandung,107.6049539,-6.9344694
1012,"Indonesia,15433,TangerangSelatan,JalanRayaVillaDagoPamulang,TangerangSelatan",Kontakagenuntukharga,Tangerang,106.6384468,-6.1760311
1013,"JlpekapuranTapos,Depok",Rp700.000.000,Depok,106.8138131,-6.4074657
1014,BukitKecilPalembang,Rp22.488.750.000,Palembang,104.756857,-2.9888297
1015,"PondokAren,Tangerang",Rp880.000.000,Tangerang,106.6384468,-6.1760311
1016,"LebakBulus,JakartaSelatan",Rp3.400.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1017,"Indonesia,BandungKota,JalanSersanBajuriParongpong,Bandung",Rp555.000.000,Bandung,107.6049539,-6.9344694
1018,"Tenjo,Bogor",Rp200.000.000,Bogor,106.7972421,-6.5962986
1019,"Indonesia,JakartaSelatan,JalanRadioDalamRadioDalam,JakartaSelatan",Rp5.800.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1020,"jl.HBaraAndaraPondokLabuJakartaSelatanPondokLabu,JakartaSelatan",Rp1.280.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1021,"Serpong,TangerangSelatan",Rp788.888.888,Tangerang,106.6384468,-6.1760311
1022,"JalanGatotSubrotokm7,8(DepanSPBU),CintaDamai-MedanHelvetiaCintaDamai,Medan",Rp2.200.000.000,Medan,98.6738261,3.5896654
1023,"Indonesia,12630,JakartaSelatan,JalanDesaCiganjurJagakarsa,JakartaSelatan",Rp1.630.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1024,"Indonesia,15852,TangerangKabupaten,JalanBsdRayaUtamaGadingSerpong,Tangerang",Rp1.900.000.000,Tangerang,106.6384468,-6.1760311
1025,"JL.KepuIV,Bungur,JakartaPusatSenen,JakartaPusat",Rp445.000.000,Jakarta Pusat,106.84287153600738,-6.18233995
1026,"Jl.RayaMuchtarSawanganBaruKec.SawanganKotaDepokJawaBaratSawanganBaru,Depok",Rp155.111.000,Depok,106.8138131,-6.4074657
1027,"Bintaro,TangerangSelatan",Rp1.600.000.000,Tangerang,106.6384468,-6.1760311
1028,"Kebagusan,JakartaSelatan",Rp1.440.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1029,"Bontomarannu,Gowa",Rp150.000.000,Gowa,119.76679028909466,-5.32907165
1030,"Jl.VillaBandung,cileunyi,KabuptenBandungCileunyi,Bandung",Rp285.000.000,Bandung,107.6049539,-6.9344694
1031,"MampangPrapatan,JakartaSelatanMampangPrapatan,JakartaSelatan",Rp24.600.000.000,Jakarta Selatan,106.80486324917382,-6.28381815
1032,"JalanCikuyaBabakan,Cikasungka,Tigaraksa,Tangerang",Kontakagenuntukharga,Tangerang,106.6384468,-6.1760311
1033,"CikarangBarat,Bekasi",Rp560.000.000.000,Bekasi,106.9945444,-6.2349858
